source,target
Fossils provide evidence of organisms that lived in the past.,Àwọn eégún-àtijọ́ pèsè ẹ̀rí àwọn ẹ̀dá tí ó ti gbé ní ìgbà pipẹ́ sẹ́yìn.
The theory of natural selection was proposed by Charles Darwin.,Àlàyé ìṣàyàn àdámọ́ jẹ́ èyí tí Charles Darwin gbàníyànjú.
Each species occupies a specific ecological niche.,Ẹ̀yà kọ̀ọ̀kan máa ńgbà ààyè ẹkọlọji pàtó.
"The five kingdoms of living things are Animalia, Plantae, Fungi, Protista, and Monera.","Àwọn ìjọ márùn-ún ẹ̀dá oníyè ni Ẹran, Ọ̀gbìn, Osun-wuuru, Ìjọ pádi onípádigidi, àti Ìjọ-pádi aláìní-àgọ́."
"The water cycle describes how water moves between the atmosphere, land, and oceans.","Ìyípo omi ṣàlàyé bí omi ṣe ńgbìyànjú láàrín òyì ojú-ayé, ilẹ̀, àti àwọn òkun."
Coral reefs are diverse underwater ecosystems.,Àwọn okuta ọ̀ṣá jẹ́ àwọn ètò ọjọ̀-ẹ̀dá abẹ́ omi oníṣùgbọ̀n.
Deforestation leads to loss of habitats for many species.,Ìgbẹ́pípa máa ńyọrí sí pípàdánù àwọn ibùgbé fún ọ̀pọ̀lọpọ̀ àwọn ẹ̀yà.
Air pollution can cause respiratory diseases.,Ìbafẹ́jẹ́ lè fa àwọn àìsàn ẹ̀yà-ìpòyìdà ara.
The human genome contains approximately 3 billion base pairs.,Àkójọpọ̀ ìran ènìyàn ní nǹkan bí ẹgbẹ̀rún mẹ́ta ìwọn ìdájọ.
"Plants use sunlight, water, and carbon dioxide to make glucose.","Àwọn ọ̀gbìn máa ńlo ìtànná-oòrùn, omi, àti òyì-èédú láti ṣe sírọ́bù."
The cerebrum is the largest part of the brain.,Àgọ́-ọpọlọ jẹ́ apá tí ó tóbi jù nínú ọpọlọ.
The pupil of the eye controls the amount of light entering the eye.,Ojú-inú-ojú ló ńṣàkóso ìwọ̀n ìtànná tí ó wọ ojú.
Fingerprints are unique to each individual.,Àpẹẹrẹ ìka ṣe pàtàkì fún ẹnìkọ̀ọ̀kan.
The human skeleton is made up of 206 bones.,Àjọ-eegun ara ènìyàn jẹ́ ẹ̀gbẹ̀fà àti mẹ́fà eegun.
Blood is pumped by the heart to all parts of the body.,Ọkàn máa ńtà ẹ̀jẹ̀ lọ sí gbogbo apá ara.
The respiratory system brings oxygen into the body and removes carbon dioxide.,Ètò ẹ̀yà-ìpòyìdà ara máa ńmú òyì-iná wọ inú ara àti mú òyì-èédú jáde.
The large intestine absorbs water from digested food.,Ìfun nlá máa ńfa omi mọ́ra láti inú onjẹ tí a ti lọ̀.
Biodiversity refers to the variety of life forms in a particular area.,Oníṣùgbọ̀n ẹ̀dá ńtọ́ka sí oríṣiríṣi àwọn ẹ̀dá oníyè ní agbègbè kan.
Genetics is the study of genes and heredity.,Ẹ̀kọ́ ìran jẹ́ ẹ̀kọ́ nípa àwọn ẹyọ-ìran àti ọgbọ́n ìdílé.
Bacteria are single-celled microorganisms.,Àwọn alámọ̀ jẹ́ àwọn ẹ̀yà-wuuru onípádi kan.
The nucleus contains the cell's genetic material.,Àgọ́-pádi ní ohun-inú atiradiran pádi.
Mammals give birth to live young and produce milk to feed them.,Àwọn oníwàrà máa ńbí ọmọ tútù àti ṣe wàrà láti bọ́ wọn.
"Birds have feathers, wings, and lay eggs.","Àwọn ẹyẹ ní ìyẹ́, apá, àti máa ńyẹ ẹyin."
Reptiles have scales and lay eggs with shells.,Àwọn afàyàfà ní ìpẹ́ àti máa ńyẹ ẹyin pẹ̀lú iparun.
Amphibians can live both in water and on land.,Àwọn ẹranko gbómigbélẹ̀ lè gbé inú omi àti lórí ilẹ̀.
Fish breathe through gills and live in water.,Àwọn ẹja máa ńmí pẹ̀lú ìmísáára àti gbé inú omi.
Insects have six legs and three body parts.,Àwọn kòkòrò ní ẹsẹ̀ mẹ́fà àti apá ara mẹ́ta.
"Arachnids, like spiders, have eight legs.","Àwọn ẹlẹ́sẹ̀mẹ́jọ, bíi àlántakùn, ní ẹsẹ̀ mẹ́jọ."
"Mollusks, like snails, have soft bodies often protected by a shell.","Àwọn oníkaraun, bíi ìgbín, ní ara tútù tí a máa ńdáàbò bò pẹ̀lú iparun."
"Worms have long, soft bodies with no limbs.","Àwọn aràn ní ara gígùn, tútù láìsí ẹ̀yà ṣíṣe."
Fungi obtain nutrients by absorbing dissolved organic matter.,Àwọn osun-wuuru máa ńgba èròjà nípa fífà ohun oníyè tí ó ti yọ́ mọ́ra.
"Algae are simple, plant-like organisms that can make their own food.","Àwọn ewébẹ̀ jẹ́ àwọn ẹ̀dá rọrùn, tí ó jọ ọ̀gbìn tí wọn lè ṣe onjẹ wọn fúnra wọn."
Grass is a type of plant with narrow leaves and small flowers.,Koríko jẹ́ irú ọ̀gbìn pẹ̀lú ewé tínrín àti òdòdó kékeré.
Trees are woody perennial plants with a single main stem.,Àwọn igi jẹ́ àwọn ọ̀gbìn onígi tí ó máa ńgbé pẹ́ pẹ̀lú ipa kan pàtàkì.
Roses are flowering plants known for their beautiful blooms.,Àwọn ìdẹ̀rẹ̀ jẹ́ àwọn ọ̀gbìn onítànná tí ó gbajúmọ̀ fún àwọn ìtànná wọn tí ó dára.
"The heart beats about 100,000 times per day.",Ọkàn máa ńlù ní nǹkan bí ẹgbẹ̀rún ọgọ́rùn-ún ìgbà lójúmọ́.
The average human brain weighs about 1.4 kilograms.,Ọpọlọ ènìyàn déédé wọn ní nǹkan bí 1.4 kílógrámù.
"The skin is made up of three layers: epidermis, dermis, and hypodermis.","Awọ-ara jẹ́ èyí tí ó ní ìpele mẹ́ta: ìwọ̀-òde, inú awọ-ara, àti ìsàlẹ̀ awọ-ara."
Hair and nails are made of a protein called keratin.,Irun àti èékán jẹ́ èyí tí a fi ọ̀jẹ̀ tí a ńpè ní kẹraátínì ṣe.
The thyroid gland produces hormones that regulate metabolism.,Ẹṣẹ́ ìdí-ìkòkò ọ̀fun máa ńṣe àwọn ojera tí ó ńṣàkóso àsè-ìjẹ ara.
Sleep is essential for the body to repair and regenerate tissues.,Oorun ṣe pàtàkì fún ara láti tún àwọn ìṣù ṣe àti tún wọn dá.
Exercise strengthens muscles and improves cardiovascular health.,Eré ìdárayá máa ńmú àwọn iṣan lágbára àti mú ìlera ọkàn àti ìṣọ̀n-ẹ̀jẹ̀ dára si.
The retina contains cells sensitive to light called rods and cones.,Ìwọ̀-ẹ̀hìn ojú ní àwọn pádi tí ó le fura sí ìtànná tí a ńpè ní ọ̀pá àti àkàsù.
Taste buds on the tongue allow us to perceive different flavors.,Àwọn ẹ̀sọ ìtọ́wò lórí ahọ́n jẹ́ kí a lè mọ àwọn adùn oríṣiríṣi.
Bones are constantly being broken down and rebuilt.,Àwọn eegun ńlọ ní fífọ́ àti títún kọ́ ní ìgbà gbogbo.
The placenta connects the developing embryo to the uterine wall.,Olóbi so ọlẹ̀ tí ń dàgbà pọ̀ mọ́ ogiri ilé-ọmọ.
The umbilical cord connects the fetus to the placenta.,Ìwọ́ so oyún pọ̀ mọ́ olóbi.
The age of a tree can be determined by counting its growth rings.,A lè mọ ọjọ́ orí igi nípa kíka àwọn òrùka ìdàgbàsókè rẹ̀.
The seasons are caused by the tilt of the Earth as it revolves around the sun.,Àwọn ìgbà ọdún jẹ́ èyí tí ìwọ́ ilẹ̀ ayé bí ó ṣe ńyí yí oòrùn ká fa.
Farmers use crop rotation to maintain soil fertility.,Àwọn àgbẹ̀ máa ńlo yíyí irúgbìn pọ̀ láti tọ́jú ilẹ̀ kí ó le máa níso.
Many plants produce flowers in the spring.,Ọ̀pọ̀lọpọ̀ àwọn ọ̀gbìn máa ńṣe òdòdó ní ìgbà ìrúwé.
Migratory birds fly long distances with the changing seasons.,Àwọn ẹyẹ àgbèrèsẹ máa ńfò ojú ọ̀nà jínjìn pẹ̀lú ìyípadà àwọn ìgbà ọdún.
Mammals evolved from reptile-like ancestors millions of years ago.,Àwọn oníwàrà bẹ̀rẹ̀ láti àwọn bàbá ńlá tí ó jọ afàyàfà ní ọ̀pọ̀ ọ̀kẹ́ ọdún sẹ́yìn.
"Extinct species, like dinosaurs, no longer exist on Earth.","Àwọn ẹ̀yà tí ó ti parẹ́, bíi àwọn ẹranko ńlá ìgbà àtijọ́, kò sí ní ilẹ̀ ayé mọ́."
Cells divide to allow organisms to grow and repair damaged tissues.,Àwọn pádi máa pín láti jẹ́ kí àwọn ẹ̀dá dàgbà àti tún àwọn ìṣù tí ó ti bàjẹ́ ṣe.
The human eye can distinguish between millions of colors.,Ojú ènìyàn lè mọ̀ ìyàtọ̀ láàrín ọ̀pọ̀lọpọ̀ òdù àwọn àwọ̀.
The sense of smell is closely linked to memory.,Ẹ̀yà-iyè ìgbóorun ní àjọpọ̀ tímọ́tímọ́ pẹ̀lú ìrántí.
Pregnant women typically carry their babies for nine months.,Àwọn obìnrin aláboyún jẹ́leé máa gbé oyún wọn fún oṣù mẹ́sàn-án.
The body needs proteins to build and repair tissues.,Ara nílò àwọn ọ̀jẹ̀ láti kọ́ àti tún àwọn ìṣù ṣe.
The human body has over 600 muscles.,Ara ènìyàn ní ju iṣan ẹgbẹ̀ta lọ.
Humans and chimpanzees share about 98% of their DNA.,Àwọn ènìyàn àti ẹdọ́ ńṣe àjọpín nǹkan bí ìdá mẹ́sàn-án ó dín méjì nínú DNA wọn.
A red blood cell can circulate around the body in about 20 seconds.,Pádi-ẹ̀jẹ̀ pupa kan lè yí ara ká ní nǹkan bí ìṣẹ́jú méjì.
The human body produces about one liter of saliva each day.,Ara ènìyàn máa ńṣe nǹkan bí lítà kan itọ́ ní ọjọ́ kọ̀ọ̀kan.
Blinking helps keep the eyes clean and moist.,Pípa ojú máa ńrànlọ́wọ́ láti mú kí ojú mọ́ àti tutù.
Plants can sense gravity and grow accordingly.,Àwọn ọ̀gbìn lè mọ òòfà-ilẹ̀ àti dàgbà ní ìbámu.
Seeds can remain dormant for many years until conditions are right for germination.,Àwọn irúgbìn lè dúró jẹ́ẹ́ fún ọ̀pọ̀lọpọ̀ ọdún títí dì ìgbà tí ipò bá tọ́ fún híhù.
Leaves change color in the fall due to the breakdown of chlorophyll.,Àwọn ewé máa ńyí àwọ̀ ní ìgbà ìwọ́wé nítorí bíbàjẹ́ àwọ́ewé.
Cacti have adapted to store water in their stems.,Àwọn ọ̀gbìn orí lókè ti mọ́ra láti máa tọ́jú omi sínú ipa wọn.
Carnivorous plants like the Venus flytrap capture and digest insects.,Àwọn ọ̀gbìn ajẹran bíi àmù-eṣinṣin máa ńmu àti lọ àwọn kòkòrò.
Photosynthesis occurs in the chloroplasts of plant cells.,Àsè-ìtànná ṣẹlẹ̀ nínú àwọn àgo-àwọ́ewé ti àwọn pádi ọ̀gbìn.
Roots anchor plants in the soil and absorb water and nutrients.,Àwọn egbò máa ńfi ọ̀gbìn múlẹ̀ nínú ilẹ̀ àti fa omi àti èròjà mọ́ra.
Stems support the plant and transport water and nutrients.,Àwọn ipa máa ńfun ọ̀gbìn ní àtìlẹ́hìn àti gbé omi àti èròjà kiri.
Flowers attract pollinators like bees and butterflies.,Àwọn òdòdó máa ńfa àwọn olùgbàrin bíi àwọn oyin àti labalábá mọ́ra.
Fruits protect and help disperse seeds.,Àwọn èso máa ńdáàbò bo àti ràn àwọn irúgbìn lọ́wọ́ láti tànká.
Bees are important pollinators for many flowering plants.,Àwọn oyin jẹ́ olùgbàrin pàtàkì fún ọ̀pọ̀lọpọ̀ àwọn ọ̀gbìn onítànná.
Butterflies undergo metamorphosis from caterpillar to adult.,Àwọn labalábá máa ńkọjá ìpààrídà láti ẹ̀din labalábá sí àgbàlagbà.
Ants live in colonies with a clear division of labor.,Àwọn èrún máa ńgbé ní àwọn àdúgbò pẹ̀lú pínpín iṣẹ́ tó han gbangba.
Bats are the only mammals capable of sustained flight.,Àwọn àdán nìkan ni oníwàrà tí ó lè fò ní ìgbà gígùn.
Dolphins communicate with each other using a series of clicks and whistles.,Àwọn ẹja-ọ̀bọ máa ńbáraṣọrọ̀ pẹ̀lú ṣíṣe àwọn ìró kíkọ́ àti mímí.
Eagles have excellent vision and can spot prey from great distances.,Àwọn idì ní ìríran tí ó dára púpọ̀ àti lè rí ohun ọdẹ láti òjìnà jínjìn.
Frogs start life as tadpoles living in water before developing into land-dwelling adults.,Àwọn ọ̀pọ̀lọ́ máa ńbẹ̀rẹ̀ ìgbé ayé bíi taunwíjí tí ó ńgbé inú omi kí ó tó di àgbàlagbà tí ó ńgbé lórí ilẹ̀.
Giraffes have the longest necks of any living land animal.,Àwọn àgùnfọn ní ọrùn gígùn jùlọ nínú gbogbo ẹranko ilẹ̀ alààyè.
Honeybees dance to communicate the location of food sources.,Àwọn oyin máa ńjó láti sọ ibi tí oúnjẹ wà.
Iguanas can shed their tails when threatened and grow new ones.,Àwọn alágẹmọ́ lè juwẹ́ ìrù wọn nígbà tí ó bá ní ewu àti hù àwọn tuntun.
Jellyfish have been around for over 650 million years.,Àwọn ẹja-idẹ ti wà fún ju ọgọ́ta mílíọ̀nù ó lé mẹ́wàá ọdún lọ.
Koalas sleep for up to 22 hours a day.,Àwọn koala máa ńsùn títí dé wákàtí méjìlélógún lójúmọ́.
Lions live in groups called prides.,Àwọn kìnìún máa ńgbé ní àwọn ẹgbẹ́ tí a ńpè ní ìgbéraga.
Monkeys use facial expressions and vocalizations to communicate.,Àwọn ọ̀bọ máa ńlo àwọn ìfarahàn ojú àti ìró láti bára ṣọrọ̀.
"Nightingales are known for their beautiful songs, especially at night.","Àwọn ẹyẹ alẹ́ jẹ́ mímọ̀ fún àwọn orin wọn tí ó dára, pàápàá ní alẹ́."
Octopuses have three hearts and blue blood.,Àwọn ẹja-alọ̀kẹ́wẹ́jọ ní ọkàn mẹ́ta àti ẹ̀jẹ̀ aláwọ̀ àyìnrín.
Penguins are flightless birds that are highly adapted for life in the water.,Àwọn pẹ́ngwínì jẹ́ àwọn ẹyẹ aláìlèfò tí ó ti mọ́ra gidigidi fún ìgbé ayé nínú omi.
Quails can fly short distances very quickly to escape predators.,Àwọn àparò lè fò ojú ọ̀nà kúkúrú ní kíákíá púpọ̀ láti sá fún àwọn adẹ́ranpa.
Rabbits have long ears that help them hear predators.,Àwọn ehoro ní etí gígùn tí ó ńrànlọ́wọ́ wọn láti gbọ́ àwọn adẹ́ranpa.
Sharks have been swimming in the oceans for over 400 million years.,Àwọn ẹja-kíkíní ti ńwẹ̀ nínú àwọn òkun fún ju irinwó mílíọ̀nù ọdún lọ.
Tigers are the largest members of the cat family.,Àwọn ẹkùn jẹ́ ẹ̀yà tí ó tóbi jùlọ nínú ẹbí ológbò.
Urinary system filters waste from the blood.,Ètò ẹ̀yà títọ̀ ara máa ńsẹ́ ẹ̀gbìn kúrò nínú ẹ̀jẹ̀.
Vultures help clean the environment by eating dead animals.,Àwọn igún máa ńrànlọ́wọ́ láti fọ àyíká nípa jíjẹ àwọn ẹranko tí ó ti kú.
Whales are mammals that live their entire lives in the ocean.,Àwọn ajàntìrẹrẹ jẹ́ oníwàrà tí ó ńlọ gbogbo ìgbé ayé wọn nínú òkun.
Xerophytes are plants that have adapted to survive in very dry conditions.,Àwọn ọ̀gbìn aláìníomi jẹ́ àwọn ọ̀gbìn tí ó ti mọ́ra láti yè ní àwọn ipò tí ó gbẹ gan.
Yeast is a single-celled fungus used in baking and brewing.,Ìwúkàrà jẹ́ osun-wuuru onípádi kan tí a máa ńlò ní èlò àkàrà díndín àti ọtí dídà.
Zebras have distinctive black and white stripes that may help confuse predators.,Àwọn ẹṣin onílà ní àwọn ilà dúdú àti funfun tí ó ṣe pàtàkì tí ó lè ràn lọ́wọ́ láti dàrú àwọn adẹ́ranpa.
"The cardiovascular system consists of the heart, blood vessels, and blood.","Ètò ọkàn-àti-ìṣọ̀n-ẹ̀jẹ̀ jẹ́ àkójọpọ̀ ọkàn, àwọn ìṣọ̀n ẹ̀jẹ̀, àti ẹ̀jẹ̀."
Homeostasis is the process of maintaining a stable internal environment in the body.,Ìdúróṣinṣin-inú-ara jẹ́ ọ̀nà ìtọ́jú àyíká inú ara tí ó dúró ṣinṣin nínú ara.
Mitochondria are known as the powerhouses of the cell because they produce energy.,A mọ àwọn ibi-àgbára-pádi gẹ́gẹ́ bí ilé agbára ti pádi nítorí pé wọn máa ńṣe agbára.
Chromosomes are thread-like structures that carry genetic information.,Àwọn okùn-ìran jẹ́ àwọn ètò tí ó jọ okùn tí ó máa ńgbé alaye atirandiran.
DNA replication occurs during the cell cycle before cell division.,Àtúndá DNA máa ńṣẹlẹ̀ nígbà àyíka pádi ṣáájú pínpín pádi.
Meiosis is a type of cell division that results in cells with half the chromosome number.,Pínpín-pádi-alélàádájọ jẹ́ irú pínpín pádi tí ó máa ńyọrí sí àwọn pádi pẹ̀lú ìdajì nọ́mbà okùn-ìran.
The cerebellum coordinates movement and balance.,Ẹ̀ka-ọpọlọ-ẹ̀hìn máa ńṣe ìbáramu ìpapòdà àti ìwúwo-déédé.
The medulla oblongata controls involuntary functions like breathing and heart rate.,Ipasẹ ẹ̀yin ọpọlọ máa ńdarí àwọn iṣẹ́ aláìyẹ bíi mímí àti ìyásí lílu ọkàn.
The stomach secretes digestive juices containing hydrochloric acid.,Ikùn máa ńsun àwọn oje àlọ oúnjẹ tí ó ní ẹ̀kan-ìhàádìrọ́kílórìkì.
The small intestine is where most digestion and absorption of nutrients occurs.,Ìfun kékeré ni ibi tí ọ̀pọ̀lọpọ̀ ìlọ̀ oúnjẹ àti ìfàmun èròjà ti ńṣẹlẹ̀.
Bile produced by the liver helps digest fats.,Òrónro tí ẹ̀dọ̀ ńṣe máa ńrànlọ́wọ́ láti lọ àwọn ọ̀rá.
Red blood cells contain hemoglobin which binds to oxygen.,Àwọn pádi-ẹ̀jẹ̀ pupa ní ẹ̀jẹ̀-dúdú tí ó máa ńso mọ́ òyì-iná.
White blood cells defend the body against infections and disease.,Àwọn pádi-ẹ̀jẹ̀ funfun máa ńgbèjà ara lòdì sí àwọn àkóràn àti àrùn.
Platelets are cell fragments that help blood clot.,Àwọn adèépá ẹ̀jẹ̀ jẹ́ àwọn èébù pádi tí ó máa ńrànlọ́wọ́ ẹ̀jẹ̀ láti dì.
Antibodies are proteins produced by the immune system to fight infections.,Àwọn ọ̀jẹ̀-ara apẹ̀yàwuuru jẹ́ àwọn ọ̀jẹ̀ tí ètò òkí-ara ńṣe láti bá àwọn àkóràn jà.
